Semantics_to_Semantics_Percentage,Background_to_Background_Percentage,Correct_Mask_Percentage
1.0465116279069768,98.83720930232558,0.0
0.9937888198757764,99.00621118012423,0.0
0.44943820224719105,99.5505617977528,0.0
0.7263922518159807,99.27360774818402,0.0
1.5364916773367476,98.33546734955185,0.0
1.3513513513513513,98.64864864864865,0.0
1.653944020356234,98.34605597964376,0.0
1.0,98.88888888888889,0.0
0.4206098843322818,99.57939011566772,0.0
0.4796163069544364,99.52038369304557,0.0
1.6518424396442184,98.34815756035579,0.0
1.570048309178744,98.42995169082126,0.0
1.4908256880733946,98.5091743119266,0.0
1.257861635220126,98.74213836477988,0.0
0.6543075245365322,99.34569247546347,0.0
0.9126466753585397,99.08735332464146,0.0
1.5984015984015985,98.4015984015984,0.0
0.9771986970684038,99.0228013029316,0.0
0.4530011325028313,99.54699886749717,0.0
0.9554140127388535,99.04458598726114,0.0
0.7944389275074478,99.10625620655412,0.0
1.4705882352941175,98.19004524886877,0.0
0.5549389567147613,99.33407325194229,0.0
1.7391304347826086,98.26086956521739,0.0
0.8383233532934131,99.16167664670658,0.0
2.5442477876106198,97.45575221238938,0.0
1.2437810945273633,98.75621890547264,0.0
0.3703703703703704,99.62962962962963,0.0
0.7444168734491315,99.25558312655087,0.0
1.0738255033557047,98.79194630872483,0.0
0.4618937644341801,99.53810623556582,0.0
0.4576659038901602,99.54233409610984,0.0
0.4076086956521739,99.45652173913044,0.0
1.4475271411338964,98.5524728588661,0.0
0.8225616921269095,99.17743830787309,0.0
1.2235817575083427,98.77641824249166,0.0
1.1221945137157108,98.87780548628429,0.0
1.4814814814814816,98.51851851851852,0.0
1.0588235294117647,98.94117647058823,0.0
0.89171974522293,99.10828025477707,0.0
2.433628318584071,97.56637168141593,0.0
2.1546261089987326,97.71863117870723,0.0
0.38461538461538464,99.61538461538461,0.0
0.8174386920980926,98.9100817438692,0.0
0.7633587786259541,99.12758996728462,0.0
1.5056461731493098,98.49435382685068,0.0
1.3597033374536465,98.51668726823239,0.0
1.7640573318632855,98.23594266813672,0.0
1.2016021361815754,98.6648865153538,0.0
1.0775862068965518,98.92241379310344,0.0
0.5827505827505828,99.41724941724942,0.0
1.1547344110854503,98.84526558891456,0.0
0.37453183520599254,99.50062421972534,0.0
0.4454342984409799,99.44320712694878,0.0
0.4509582863585118,99.43630214205186,0.0
0.9101251422070534,98.97610921501706,0.0
0.6688963210702341,99.33110367892976,0.0
1.0540184453227932,98.9459815546772,0.0
0.8097165991902834,98.9203778677463,0.0
0.9090909090909091,98.83116883116884,0.0
0.7692307692307693,99.23076923076923,0.0
0.8120649651972157,99.18793503480279,0.0
0.2333722287047841,99.76662777129522,0.0
1.36986301369863,98.63013698630137,0.0
1.1251758087201125,98.87482419127988,0.0
0.6313131313131313,99.36868686868688,0.0
0.5376344086021506,99.46236559139786,0.0
0.8760951188986232,99.12390488110138,0.0
1.3888888888888888,98.61111111111111,0.0
2.3578363384188625,97.50346740638003,0.0
1.2345679012345678,98.76543209876543,0.0
1.7135862913096693,98.28641370869033,0.0
1.1764705882352942,98.82352941176471,0.0
0.9929078014184398,99.00709219858156,0.0
0.5188067444876783,99.48119325551232,0.0
1.183431952662722,98.81656804733728,0.0
0.8695652173913043,99.1304347826087,0.0
1.3221153846153846,98.67788461538461,0.0
1.4354066985645932,98.44497607655502,0.0
1.6476552598225602,98.35234474017744,0.0
0.9888751545117428,98.76390605686032,0.0
1.2091898428053205,98.79081015719467,0.0
0.5312084993359893,99.20318725099602,0.0
0.6361323155216284,99.23664122137404,0.0
0.5854800936768151,99.29742388758783,0.0
1.088646967340591,98.75583203732504,100.0
0.6684491978609626,99.33155080213903,0.0
0.7884362680683311,99.08015768725362,0.0
1.2528473804100226,98.51936218678816,0.0
1.2113055181695829,98.78869448183042,0.0
1.0159651669085632,98.98403483309144,0.0
1.465201465201465,98.4126984126984,0.0
0.6535947712418301,99.2156862745098,0.0
0.9259259259259258,98.94179894179894,0.0
1.0,99.0,16.666666666666664
1.0014306151645207,98.99856938483548,0.0
1.2640449438202246,98.73595505617978,0.0
1.331719128329298,98.54721549636804,0.0
0.8771929824561403,99.12280701754386,0.0
0.9419152276295133,98.9010989010989,0.0
0.0,100.0,0.0
1.870503597122302,98.1294964028777,0.0
0.5899705014749262,99.26253687315634,0.0
0.6329113924050633,99.0506329113924,0.0
1.8678160919540232,97.98850574712644,0.0
1.1725293132328307,98.82747068676717,0.0
1.001669449081803,98.8313856427379,0.0
1.308139534883721,98.69186046511628,0.0
1.3119533527696794,98.68804664723032,0.0
1.167883211678832,98.6861313868613,0.0
0.1287001287001287,99.87129987129987,0.0
1.0973936899862824,98.90260631001372,0.0
0.5494505494505495,99.31318681318682,0.0
0.26420079260237783,99.47159841479525,0.0
0.42674253200568996,99.57325746799431,0.0
1.0738255033557047,98.9261744966443,0.0
0.41899441340782123,99.4413407821229,0.0
0.37735849056603776,99.37106918238993,0.0
0.5813953488372093,99.27325581395348,0.0
0.7453416149068323,99.25465838509317,0.0
1.6973125884016973,98.01980198019803,0.0
0.9188361408882083,98.92802450229709,0.0
1.7610062893081762,98.23899371069183,0.0
1.3908205841446455,98.60917941585535,0.0
1.6709511568123392,98.32904884318766,0.0
2.658788774002954,97.34121122599704,0.0
3.1209362808842656,96.87906371911573,0.0
2.548725637181409,97.4512743628186,0.0
2.5974025974025974,97.40259740259741,0.0
1.1826544021024967,98.8173455978975,0.0
0.315955766192733,99.52606635071089,0.0
1.953125,98.046875,0.0
0.32786885245901637,99.50819672131146,0.0
2.3653088042049935,97.50328515111694,0.0
1.8662519440124419,98.13374805598755,0.0
