Semantics_to_Semantics_Percentage,Background_to_Background_Percentage,Correct_Mask_Percentage
9.110169491525424,90.88983050847457,0.0
6.451612903225806,92.90322580645162,0.0
11.930585683297181,88.06941431670282,5.555555555555555
11.895910780669144,88.10408921933085,0.0
11.252653927813164,88.1104033970276,0.0
9.54653937947494,90.21479713603819,26.08695652173913
11.08910891089109,88.51485148514851,38.70967741935484
12.5,87.3015873015873,0.0
10.040983606557377,89.75409836065575,14.285714285714285
11.58129175946548,88.41870824053451,28.57142857142857
9.839816933638444,89.47368421052632,6.25
4.772234273318872,94.57700650759219,0.0
8.714596949891067,90.41394335511983,0.0
9.879032258064516,90.12096774193549,0.0
9.917355371900827,89.6694214876033,0.0
8.874458874458876,90.9090909090909,27.27272727272727
9.544468546637743,90.23861171366593,7.6923076923076925
6.086956521739131,93.69565217391305,0.0
8.258928571428571,91.51785714285714,0.0
9.456740442655935,90.3420523138833,0.0
10.743801652892563,89.0495867768595,0.0
8.1799591002045,91.8200408997955,0.0
7.352941176470589,92.01680672268907,0.0
6.0,93.8,0.0
10.588235294117647,89.41176470588236,0.0
11.933174224343675,87.82816229116945,0.0
12.629399585921325,87.16356107660455,0.0
9.090909090909092,90.12987012987013,0.0
5.511811023622047,93.7007874015748,0.0
8.053691275167784,90.60402684563759,0.0
7.2562358276643995,92.51700680272108,0.0
4.390243902439024,95.60975609756098,0.0
12.109375,87.3046875,10.0
5.097087378640777,93.20388349514563,0.0
7.077625570776255,92.00913242009132,0.0
9.130434782608695,90.65217391304347,0.0
7.077625570776255,92.46575342465754,0.0
6.904231625835189,92.87305122494432,46.15384615384615
8.222222222222223,91.77777777777779,0.0
7.032967032967033,92.96703296703296,0.0
7.343412526997841,92.65658747300216,0.0
7.158836689038031,91.49888143176734,0.0
9.465020576131687,90.53497942386831,0.0
11.670020120724347,88.12877263581488,0.0
6.40495867768595,92.97520661157024,0.0
6.342494714587738,93.65750528541226,28.57142857142857
7.142857142857142,92.85714285714286,0.0
8.15450643776824,91.63090128755364,0.0
9.552845528455284,90.2439024390244,0.0
7.174887892376682,92.37668161434978,0.0
8.878504672897195,90.42056074766354,0.0
7.888631090487238,91.64733178654292,0.0
6.443298969072164,93.29896907216495,0.0
9.981515711645102,90.0184842883549,0.0
6.511627906976744,93.02325581395348,25.0
9.237875288683602,90.30023094688222,11.11111111111111
9.933774834437086,89.84547461368653,0.0
9.112709832134293,90.88729016786571,0.0
6.75990675990676,93.00699300699301,0.0
6.682027649769585,93.31797235023042,0.0
8.149779735682818,90.96916299559471,0.0
8.158508158508159,91.14219114219114,0.0
11.153846153846155,88.26923076923077,0.0
9.976798143851507,89.79118329466357,0.0
9.544468546637743,90.23861171366593,0.0
7.992565055762081,92.00743494423791,0.0
8.80952380952381,91.19047619047619,0.0
11.728395061728394,88.27160493827161,42.857142857142854
8.884297520661157,90.28925619834712,0.0
9.583333333333334,90.0,0.0
8.847736625514404,90.94650205761316,0.0
8.57699805068226,91.42300194931774,0.0
7.83132530120482,92.16867469879519,0.0
9.41385435168739,90.58614564831261,0.0
5.8690744920993225,93.45372460496614,0.0
8.030592734225621,91.96940726577438,0.0
5.800464037122969,93.96751740139212,0.0
7.383966244725738,92.61603375527426,0.0
6.021505376344086,93.33333333333333,0.0
6.053811659192825,93.49775784753363,0.0
5.714285714285714,94.06593406593406,0.0
5.2,94.0,0.0
7.08502024291498,92.51012145748987,0.0
6.081081081081082,93.69369369369369,0.0
6.395348837209303,93.4108527131783,6.25
5.580357142857143,93.30357142857143,0.0
5.220883534136546,94.17670682730925,0.0
5.36779324055666,94.43339960238568,0.0
7.259953161592506,92.27166276346604,0.0
6.304347826086956,91.95652173913044,0.0
9.803921568627452,89.80392156862746,0.0
9.375,90.41666666666667,0.0
6.837606837606838,93.16239316239316,0.0
8.47107438016529,91.52892561983471,0.0
6.4732142857142865,92.63392857142857,0.0
8.590308370044053,91.40969162995594,0.0
6.277056277056277,93.72294372294373,0.0
7.383966244725738,92.40506329113924,0.0
7.156673114119923,92.26305609284333,0.0
6.341463414634147,93.41463414634147,0.0
8.275862068965518,91.72413793103448,0.0
9.894736842105264,89.89473684210526,0.0
8.89423076923077,90.86538461538461,0.0
10.043668122270741,88.8646288209607,0.0
10.940919037199125,89.05908096280088,0.0
8.388520971302428,90.94922737306842,0.0
7.268722466960352,91.85022026431719,14.285714285714285
10.874704491725769,88.88888888888889,0.0
8.008658008658008,91.77489177489177,0.0
