Semantics_to_Semantics_Percentage,Background_to_Background_Percentage,Correct_Mask_Percentage
0.0,100.0,0.0
0.6587615283267457,99.34123847167325,100.0
0.13003901170351106,99.8699609882965,100.0
0.3963011889035667,99.60369881109644,0.0
0.4010695187165776,99.59893048128342,0.0
0.12886597938144329,99.87113402061856,0.0
0.0,100.0,0.0
0.0,99.87357774968395,0.0
0.0,100.0,0.0
0.39421813403416556,99.60578186596584,0.0
0.0,100.0,0.0
0.0,100.0,0.0
0.0,100.0,0.0
0.12121212121212122,99.87878787878788,100.0
0.14326647564469913,99.8567335243553,0.0
0.0,100.0,0.0
0.0,100.0,0.0
0.0,100.0,0.0
0.0,100.0,0.0
0.0,99.45130315500685,0.0
1.4376996805111821,98.24281150159744,0.0
1.2016021361815754,98.6648865153538,0.0
0.6230529595015576,99.37694704049844,0.0
0.0,100.0,0.0
0.0,100.0,0.0
0.9244992295839755,99.07550077041603,0.0
0.7485029940119761,99.25149700598801,100.0
0.0,99.84276729559748,0.0
0.0,100.0,0.0
0.1445086705202312,99.85549132947978,100.0
1.8456375838926176,98.15436241610739,100.0
0.5076142131979695,99.49238578680203,100.0
0.603318250377074,99.39668174962293,100.0
0.5434782608695652,99.27536231884058,0.0
0.9868421052631579,99.01315789473685,100.0
0.576923076923077,98.46153846153847,33.33333333333333
1.1278195488721803,98.1203007518797,100.0
0.14285714285714285,99.85714285714286,0.0
0.7886435331230284,99.21135646687698,100.0
0.32786885245901637,99.672131147541,0.0
0.29282576866764276,99.70717423133236,100.0
0.2560819462227913,99.74391805377721,100.0
0.43795620437956206,99.56204379562044,0.0
0.27548209366391185,99.72451790633609,0.0
0.7662835249042145,99.23371647509579,100.0
0.13605442176870747,99.8639455782313,100.0
0.1485884101040119,99.85141158989599,0.0
0.0,100.0,0.0
0.42253521126760557,99.5774647887324,0.0
0.6684491978609626,99.33155080213903,0.0
0.5805515239477503,99.41944847605225,0.0
0.6605019815059445,99.33949801849406,0.0
0.6361323155216284,99.23664122137404,0.0
0.0,100.0,0.0
0.0,100.0,0.0
0.6182380216383307,99.38176197836167,0.0
0.0,100.0,0.0
